標題,發布時間
【山域事故】【26日花蓮縣秀林鄉「能高縱走」1男高山協作右腳膝蓋疑似骨折、無法行走、意識清楚，空勤直升機及本署特搜人員成功吊掛送醫】,111-11-27
【住宅火災】【26日20:53臺中市南屯區干城街住宅火災，已撲滅，無傷亡】,111-11-27
【住宅火災】【28日11:46花蓮縣花蓮市中順街某住宅火災，已撲滅，1男焦屍】,111-11-28
【地震】【11月28日15:35花蓮縣政府南南西方103.4公里(花蓮縣富里鄉)發生芮氏規模3.5地震，持續聯繫掌握與續報】,111-11-28
【發電廠火災】【29日07:13臺中火力發電廠輸送帶火災，已撲滅，無傷亡,111-11-29
【船舶火災】【29日06:34澎湖縣馬公市第三漁港1漁船火災，已撲滅，無傷亡】,111-11-29
【倉庫火災】【29日09:37臺東縣鹿野鄉廣興路農用倉庫火災，已撲滅，無傷亡】,111-11-30
【山域事故】【29日花蓮縣卓溪鄉內嶺爾山「三叉營地」1男(70歲)高山症，空勤直升機及本署特搜人員成功吊掛送醫】,111-11-30
【山域事故】【29日宜蘭縣大同鄉太平山「山毛櫸步道」1男(60歲)昏迷後無生命徵象，空勤直升機及本署特搜人員成功吊掛送醫】,111-11-30
【汽車修理廠火災】【30日00:57雲林縣水林鄉尖山村頂尖山汽車修理廠火災，已撲滅，2輕傷送醫】,111-11-30
【工廠火災】【30日03:57彰化縣芳苑鄉工區路工廠火災，已撲滅，無傷亡】,111-11-30
【商店火災】【4日15:21臺北市松山區延吉街某油漆行火災，已撲滅，無傷亡】,111-12-04
【住宅火災】【7日高雄市前鎮區崗山中街某住宅火災，已撲滅，1女嗆傷、意識不清送醫後宣告死亡】,111-12-07
【地震】【12月7日09:58臺東縣政府東北方 26.1 公里(臺東縣近海)發生芮氏規模3.6地震，持續聯繫掌握與續報】,111-12-07
​【農地火災】【12:31臺中市豐原區國豐路二段519巷某農地火災，已撲滅，1男死亡】,111-12-07
【地震】【12月7日20:03花蓮縣政府西南方 49.8 公里(花蓮縣萬榮鄉)發生芮氏規模3.5地震，持續聯繫掌握與續報】,111-12-08
【地震】【8日00:54花蓮縣政府南方21.6公里(花蓮縣近海)發生芮氏規模5.6地震，持續聯繫掌握與續報】,111-12-08
​【山域事故】【9日花蓮縣卓溪鄉馬博拉斯山1女扭傷無法行走，空勤直升機及本署特搜人員成功吊掛送醫】,111-12-10
【瓦斯氣爆】【9日新北市汐止區環河街122巷1住宅火災，已撲滅，2消防人員輕傷送醫，1男房客死亡】,111-12-10
​【地震】【12月10日04:14臺東縣政府北方 42.6 公里(臺東縣海端鄉)發生芮氏規模4.0地震，持續聯繫掌握與續報】,111-12-10
【住宅火災】【10日11:30南投縣南投市漳興巷住宅火災，已撲滅，無傷亡】,111-12-10
【警察局火災】【10日17:09新北市瑞芳區明燈路三段「瑞芳分局」火災，已撲滅，無傷亡】,111-12-10
【地震】【12月10日22:58花蓮縣政府西北方 13.4 公里(花蓮縣秀林鄉)發生芮氏規模3.8地震，持續聯繫掌握與續報】,111-12-10
【住宅火災】【18:14新竹縣竹北市中華路某住宅火災，已撲滅，1男無生命徵象】,111-12-12
【工廠火災】【13日嘉義縣民雄鄉建國路3段「協榮傢俱」工廠火災，已撲滅，無傷亡】,111-12-13
【地震】【14日00:56花蓮縣政府西南方29.4公里(花蓮縣萬榮鄉)發生芮氏規模4.3地震，持續聯繫掌握與續報】,111-12-14
​【住宅火災】【15日雲林縣莿桐鄉四合村1住宅火災，已撲滅，無傷亡】,111-12-16
​【地震】【12月15日12:03花蓮縣政府東南方29.1公里(臺灣東部海域)發生芮氏規模6.2地震，持續聯繫掌握與續報】,111-12-16
​【住宅火災】【15日桃園市桃園區延平路1住宅火災，已撲滅，平安救出4人，另有1人無生命徵象送醫】,111-12-16
​【學校火災】【15日桃園市楊梅區「桃園市立楊光國民中小學」教室火災，已撲滅，無傷亡】,111-12-16
​【住宅火災】【15日高雄市新興區林森一路1住宅火災，已撲滅，無傷亡】,111-12-16
【山域事故】【13日14:45南投縣仁愛鄉「能高安東軍縱走」1男疑似高山症、無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,111-12-17
【地震】【16日14:57花蓮縣政府西南方48.5公里 (花蓮縣萬榮鄉)發生芮氏規模3.7地震，持續聯繫掌握與續報】,111-12-17
【學校火災】【17日08:54桃園市桃園區「敦品中學」機車修復教室火災，已撲滅，無傷亡】,111-12-18
【工廠火災】【17日21:05彰化縣花壇鄉長昇街某工廠火災，已撲滅，無傷亡】,111-12-18
【工廠火災】【18日01:07新竹縣竹北市溪州路358巷某工廠火災，已撲滅，無傷亡】,111-12-18
【山域事故】【17日15:51南投縣仁愛鄉「白姑大山」1女左腳韌帶疑似斷裂、無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,111-12-19
【山域事故】【18日11:10花蓮縣秀林鄉能高安東軍「台灣池」1男失溫及右腳受傷，空勤直升機及本署特搜共勤成功吊掛救援】,111-12-19
【工廠火災】【19日15:21屏東縣枋寮鄉永翔路「慶泓冷凍食品實業股份有限公司」工廠火災，已撲滅，1男OHCA】,111-12-20
【住宅火災】【22日05:14彰化縣溪湖鎮大溪路2段425巷1住宅火災，已撲滅，救出4人送醫檢查】,111-12-22
【蘭花園火災】【22日00:26臺南市新營區東山三路蘭花園植栽火災，已撲滅，無傷亡】,111-12-22
【雞舍火災】【21日17:23雲林縣北港鎮府番里某廢棄雞舍火災，已撲滅，無傷亡】,111-12-22
【工寮火災】【09:13雲林縣褒忠鄉158線往東勢鄉交界處某工寮火災，已撲滅，無傷亡】,111-12-22
​【工廠火災】【12:52彰化縣和美鎮北連路13巷某工廠火災，已撲滅，無傷亡】結報,111-12-22
【地震】【22日12:36臺東縣政府南南西方28.8公里(臺東縣近海)發生芮氏規模5.2地震，持續聯繫掌握與續報】,111-12-22
【雜草火災】【22日16:17臺中市龍井區中沙路南寮巷南寮步道山區雜草火災，火勢撲滅，無傷亡】,111-12-22
【地震】【23日04:37花蓮縣政府西南方52.5公里 (花蓮縣萬榮鄉)發生芮氏規模3.8地震，持續聯繫掌握與續報】,111-12-23
【住宅火災】【06:15桃園市八德區介壽路二段472巷某住宅火災，已撲滅，1女明顯死亡、1男重傷】,111-12-23
​【住宅火災】【24日雲林縣水林鄉松西村1住宅火災，已撲滅，無傷亡】,111-12-25
​【住宅火災】【24日臺北市中山區中原街1住宅火災，已撲滅，1無生命徵象送醫】,111-12-25
​【垃圾掩埋場火災】【24日雲林縣虎尾鎮垃圾掩埋場火災，已撲滅，無傷亡】,111-12-25
​【雜草火災】【24日臺中市龍井區竹坑南寮步道雜草火災，已撲滅，無傷亡】,111-12-25
​【住宅火災】【25日嘉義市東區1住宅火災，已撲滅，1女無生命徵象送醫】,111-12-25
【一氧化碳中毒】【25日南投縣仁愛鄉奧萬大水庫露營區3人一氧化碳中毒送醫】,111-12-25
【住宅火災】【20日11:52彰化縣鹿港鎮中山路某1住宅火災，延燒相鄰2戶，已撲滅，無傷亡】,111-12-25
【汽修廠火災】【25日19:06新北市八里區下罟子「永成拖吊車庫」汽修廠火災，已撲滅，1消防人員臉部及手部灼傷】,111-12-25
【貨櫃倉庫火災】【25日20:34花蓮縣秀林鄉和工二路「和平電廠」貨櫃倉庫火災，已撲滅，無傷亡】,111-12-25
【住宅火災】【26日02:53桃園市中壢區華勛街某住宅火災，已撲滅，3人輕傷送醫】,111-12-26
​【山域事故】【27日06:12臺東縣海端鄉嘉明湖山屋1男骨折，空勤直升機及本署特搜共勤成功吊掛救援】,111-12-28
​【住宅火災】【27日14:26雲林縣元長鄉子茂村1住宅火災，已撲滅，無傷亡】,111-12-28
​【商店火災】【27日14:47臺中市太平區樹孝路「超吉雞腿王」便當店火災，已撲滅，1男受傷送醫】,111-12-28
​【一氧化碳中毒】【27日花蓮縣吉安鄉中華路二段某住宅5人一氧化碳中毒送醫】,111-12-28
【傢俱行火災】【14:52苗栗縣通霄鎮通灣里「唯峰傢俱有限公司」傢俱行火災，已撲滅，無傷亡】結報,111-12-29
【地震】【12月29日09:17高雄市政府東北方82.3公里(高雄市桃源區)發生芮氏規模3.5地震，持續聯繫掌握與續報】,111-12-30
【工廠火災】【19:36臺中市豐原區東洲路186巷29-3號某工廠火災，已撲滅，救出5人(4無生命徵象、1燒燙傷)送醫】,111-12-30
【一氧化碳中毒】【29日南投縣仁愛鄉定遠新村2人一氧化碳中毒送醫】,111-12-30
【倉庫火災】【29日21:35嘉義縣六腳鄉灣北村1倉庫火災，已撲滅，無傷亡】,111-12-30
【學校火災】【30日01:17臺北市文山區再興中學化學教室火災，已撲滅，無傷亡】,111-12-30
【地震】【12月30日02:22南投縣政府北北東方2.6公里(南投縣南投市)發生芮氏規模3.5地震，持續聯繫掌握與續報】,111-12-30
【工廠火災】【29日23:41臺南市仁德區義林十二街某印刷工廠火災，已撲滅，無傷亡】,111-12-30
【工廠火災】【30日03:38新竹縣新豐鄉福興村圓山子某堆肥工廠火災，已撲滅，無傷亡】結報,111-12-30
【山域事故】【29日10:05南投縣信義鄉卓社大山1男遭落石砸傷摔落邊坡OHCA，空勤直升機及本署特搜共勤成功吊掛救援】,111-12-30
【地震】【31日21:36花蓮縣政府南方27.7公里 (花蓮縣近海)發生芮氏規模4.3地震，持續聯繫掌握與續報】,111-12-31
​【工寮火災】【2日嘉義縣東石鄉掌潭村1工寮火災，已撲滅，無傷亡】,112-01-03
​【地震】【1月3日05:19花蓮縣政府南南西方24.1公里(花蓮縣壽豐鄉)發生芮氏規模4.2地震，持續聯繫掌握與續報】,112-01-03
​【住宅火災】【3日04:36高雄市前鎮區興旺路1住宅火災，已撲滅，1焦屍】,112-01-03
​【地震】【1月3日05:46臺南市政府東北方19.7公里(臺南市山上區)發生芮氏規模3.5地震，持續聯繫掌握與續報】,112-01-03
【山域事故】【111/12/31 20:47苗栗縣泰安鄉「雪山主峰翠池山屋」1女腳扭傷無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,112-01-04
【山域事故】【111/12/31 16:13南投縣信義鄉「金子山三角點」1女左手骨折、右腳扭傷無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,112-01-04
 【工廠火災】【桃園市平鎮區東隆街「良奕工業有限公司」工廠火災，已撲滅，無傷亡】結報,112-01-04
【住宅火災】【臺中市東區大振街某住宅火災，已撲滅，1男30%二度灼傷送醫】結報,112-01-04
【住宅火災】【花蓮縣玉里鎮城中三街某住宅2樓火災，已撲滅，無傷亡】,112-01-05
【工廠火災】【5日17:58新北市八里區長道坑1工廠火災，火勢撲滅，無傷亡，另疏散3人】結報,112-01-06
【住宅火災】【6日03:43臺中市大里區東南路1住宅火災，05:25火勢撲滅，5人無生命徵象送醫】結報,112-01-06
​【工廠火災】【6日07:03臺北市內湖區新明路1印刷工廠火災，已撲滅，無傷亡】,112-01-07
​【臨時屋火災】【13:49嘉義縣東石鄉塭仔村塭子路臨時屋火災，已撲滅，無傷亡】,112-01-07
【工廠火災】【6日23:58臺中市神岡區新興北路某木器工廠火災，已撲滅，無傷亡】,112-01-07
​【餐廳火災】【7日02:32臺東縣長濱鄉樟原村某餐廳火災，已撲滅，無傷亡】,112-01-07
​【住宅火災】【6日07:21高雄市三民區大昌一路1住宅火災，已撲滅，1焦屍】,112-01-07
【學校火災】【8日17:10高雄市林園區「林園高中」火災，已撲滅，無傷亡】,112-01-08
【地震】【1月9日01:13臺南市政府東北東方39.0公里(臺南市南化區)發生芮氏規模4.0地震，持續聯繫掌握與續報】,112-01-08
​【一氧化碳中毒】【9日桃園市中壢區英士三街某住宅3人一氧化碳中毒送醫】,112-01-09
【地震】【1月12日13:15屏東縣政府東北方 25.0 公里(屏東縣三地門鄉)發生芮氏規模4.4地震，持續聯繫掌握與續報】,112-01-13
【廢棄物火災】【12日16:27嘉義縣東石鄉塭港村廢棄物火災，火勢延燒「塭港國小」廚房外牆，已撲滅，無傷亡】,112-01-13
【工廠火災】【12日23:46屏東縣枋寮鄉精進路「健合實業」工廠火災，已撲滅，無傷亡】,112-01-13
【瓦斯氣爆】【12日23:48臺北市大同區大龍街瓦斯氣爆，已撲滅，1焦屍】,112-01-13
【倉庫火災】【12日22:30臺北市內湖區安泰街倉庫火災，已撲滅，無傷亡】,112-01-13
【工廠火災】【13日11:21新北市土城區慶祥街某五金加工廠火災，已撲滅，無傷亡】,112-01-13
【學校火災】【13日15:09臺南市西港區文化路「西港國中」童軍教室火災，已撲滅，無傷亡】,112-01-13
【倉庫火災】【14日00:03新北市三重區光復路2段「幸運草國際寢飾有限公司」倉庫火災，已撲滅，無傷亡】結報,112-01-14
【住宅火災】【13日19:47南投縣中寮鄉永昌街某住宅火災，已撲滅，無傷亡】,112-01-14
【商店火災】【14日03:39臺北市八德區4段「一勤佛具神桌」佛具商店火災，已撲滅，無傷亡】,112-01-14
【住宅火災】【14日06:59臺南市下營區開化里中營1住宅縱火，已撲滅，1女左胸穿刺傷送醫】,112-01-15
【地震】【14日14:02花蓮縣政府南南東方20.0公里(臺灣東部海域)發生芮氏規模3.8地震，持續聯繫掌握與續報】,112-01-15
​【住宅火災】【15日01:16臺東市中華路四段534巷某住宅火災，已撲滅，1焦屍】,112-01-15
​【住宅火災】【15日06:27臺北市大同區天水路1住宅火災，已撲滅，無傷亡】,112-01-15
【工廠火災】【15日12:46苗栗縣竹南鎮國泰路工廠火災，火勢已撲滅，無傷亡】,112-01-16
​【山域事故】【15日臺東縣海端鄉「嘉明湖避難山屋」1男身體不適，空勤直升機及本署特搜共勤成功吊掛救援】,112-01-16
【工廠火災】【16日11:53新北市瑞芳區傑魚坑路某工廠火災，已撲滅，5人預防性送醫】結報,112-01-17
【工廠火災】【17日02:00苗栗縣造橋鄉造橋村雙鵝山「明鴻回收廠」工廠火災，已撲滅，1男OHCA】結報,112-01-17
